year,unitid,instnm,rating,rating_analysis,state_flagship,stabbr,fips,region,opeid,sector,iclevel,control,hbcu,hospital,medical,tribal,pset4flg,c21basic,pell_total_ftft,pell_pct_ftft,pell_total_undergrad,pell_pct_undergrad,eftotlt2,eftotlm2,eftotlw2,efaiant2,efasiat2,efbkaat2,efhispt2,efnhpit2,efwhitt2,ef2mort2,efunknt2,efnralt2,eftotlt24,eftotlm24,eftotlw24,efaiant24,efasiat24,efbkaat24,efhispt24,efnhpit24,efwhitt24,ef2mort24,efunknt24,efnralt24,urm_enroll_undergrad_t,urm_pct_undergrad_t,aian_pct_undergrad_t,asia_pct_undergrad_t,bkaa_pct_undergrad_t,hisp_pct_undergrad_t,nhpi_pct_undergrad_t,nral_pct_undergrad_t,whit_pct_undergrad_t,unkn_pct_undergrad_t,two_more_pct_undergrad_t,urm_enroll_undergrad_ftft,urm_pct_undergrad_ftft,aian_pct_undergrad_ftft,asia_pct_undergrad_ftft,bkaa_pct_undergrad_ftft,hisp_pct_undergrad_ftft,nhpi_pct_undergrad_ftft,nral_pct_undergrad_ftft,whit_pct_undergrad_ftft,unkn_pct_undergrad_ftft,two_more_pct_undergrad_ftft,fteug,fall_under_oth_trans,fall_ft_under_oth_trans,grtotlt_adj_cohort_4yr,grtotlt_completers_150pct_4yr,grtotlt_grad_rate_150pct_4yr,total_title_iv,total_title_iv_0_30,total_title_iv_30_48,total_title_iv_48_75,total_title_iv_75_110,total_title_iv_110_plus,total_grant_aid,total_grant_aid_0_30,total_grant_aid_30_48,total_grant_aid_48_75,total_grant_aid_75_110,total_grant_aid_110_plus,net_price_0_30,net_price_30_48,net_price_48_75,net_price_75_110,net_price_110_plus,endowment_end,endow_per_fte,pell_share_calc,pell_share_orig
2020,100858,Auburn University,4. Very Competitive+,4. Very Competitive+ and Under,,AL,Alabama,Southeast,100900,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,474,.1,3303,.13430105,24594,12799,11795,68,597,1221,836,14,19396,630,75,1757,4761,2305,2456,10,122,178,171,4,4075,142,13,46,2139,.08697243,.0027649021,.024274213,.049646255,.03399203,.00056924456,.07144019,.78864765,.0030495243,.025616003,363,.076244488,.002100399,.025624869,.037387103,.035916824,.00084015966,.0096618356,.85591263,.0027305188,.029825667,24698,979,887,,,,1253,154,122,160,247,570,1151,153,121,152,220,505,18820.225,20082.209,24721.428,26745.027,27704.684,826528192,33465.391,.13430105,.13
2021,100858,Auburn University,4. Very Competitive+,4. Very Competitive+ and Under,,AL,Alabama,Southeast,100900,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,542,.11,3188,.1300959,24505,12611,11894,72,582,1133,869,14,19776,643,67,1349,4869,2352,2517,15,108,155,174,2,4266,120,9,20,2088,.085207097,.0029381758,.023750255,.046235461,.035462152,.00057131198,.055049989,.807019,.0027341358,.026239542,346,.07106182,.0030807147,.022181146,.031834051,.035736293,.00041076198,.0041076196,.87615526,.0018484289,.024645718,24409,1020,898,,,,1066,171,133,160,199,403,953,170,133,147,179,324,16701,19313,22379,24989,26836,993955136,40720.848,.1300959,.13
2022,100858,Auburn University,4. Very Competitive+,4. Very Competitive+ and Under,,AL,Alabama,Southeast,100900,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,,,,,24931,12602,12329,67,592,1148,949,13,20340,697,70,1055,5254,2384,2870,9,145,216,231,0,4441,159,21,32,2177,.087321006,.0026874172,.023745537,.046047091,.038065061,.00052143919,.042316794,.81585175,.0028077494,.027957162,456,.086791016,.0017129806,.02759802,.041111533,.043966502,0,.0060905977,.84526074,.0039969548,.030262657,,1147,1005,,,,,,,,,,,,,,,,,,,,,,,,
2009,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,148,.19,,,7513,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,,,443,188,.42437923,,,,,,,,,,,,,,,,,,68335440,13220.244,,
2010,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,212,.25999999,1300,.16296853,7977,,,,,,,,,,,,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5406,517,295,413,163,.39467311,355,133,61,64,41,56,,,,,,,13149.86,15194.507,17504.871,18431.76,18461.701,74859952,13847.568,.16296853,.16
2011,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,267,.31,1762,.20365234,8652,3602,5050,1448,144,189,363,21,4672,382,1258,175,854,418,436,134,10,11,34,1,308,34,316,6,2021,.23358761,.16736014,.01664355,.021844661,.041955616,.0024271845,.020226536,.53999078,.14539991,.044151641,180,.21077283,.15690866,.011709602,.012880562,.039812647,.0011709601,.0070257611,.36065573,.37002343,.039812647,5545,573,366,475,192,.40421054,363,159,66,51,33,54,,,,,,,12597.625,14183.778,17299.436,18086.486,18039.48,86251416,15554.809,.20365234,.2
2012,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,269,.31999999,1876,.22023949,8518,3528,4990,1396,115,199,353,21,4404,360,1523,147,845,426,419,109,4,24,35,1,419,22,221,10,1969,.23115754,.16388823,.013500822,.023362292,.041441653,.0024653676,.017257573,.51702279,.17879784,.042263441,169,.2,.12899408,.0047337278,.028402368,.041420117,.0011834319,.01183432,.49585798,.26153848,.026035503,5749,559,351,441,189,.42857143,365,161,60,47,51,46,237,160,53,23,1,0,13085.099,14787.727,17294.242,18428.932,18458.574,87809544,15273.882,.22023949,.22
2013,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,208,.27000001,1888,.23465076,8046,3411,4635,1179,110,171,362,15,3933,308,1833,135,761,390,371,78,5,12,34,3,268,28,324,9,1727,.21464081,.14653243,.01367139,.021252796,.0449913,.0018642804,.016778523,.48881432,.22781506,.038279891,127,.16688567,.10249671,.0065703024,.015768725,.044678055,.0039421814,.011826544,.3521682,.42575559,.036793694,5545,512,310,468,202,.43162394,288,107,45,47,42,47,245,107,44,41,25,28,9227.4717,8228.4893,11244.087,13661.693,14604.724,92058496,16602.072,.23465076,.23
2014,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,228,.28999999,1808,.22631118,7989,3411,4578,1199,117,165,372,20,3679,306,1996,135,775,403,372,94,10,10,32,2,321,18,280,8,1756,.21980223,.15008137,.014645137,.020653399,.046564024,.0025034423,.016898235,.4605082,.24984354,.038302667,138,.17806451,.12129033,.012903226,.012903226,.041290324,.0025806453,.010322581,.41419354,.36129034,.023225807,5446,462,288,484,220,.45454547,316,126,51,49,38,52,276,124,48,45,28,31,7940.2734,9325.71,12171.964,13392.93,14126.194,103503952,19005.5,.22631118,.23
2015,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,197,.27000001,1706,.22795297,7484,3189,4295,1010,96,158,350,22,3247,286,2187,128,739,382,357,77,8,8,35,3,274,30,297,7,1540,.20577231,.13495457,.012827365,.021111704,.046766434,.0029396045,.017103154,.4338589,.29222342,.038214859,123,.16644114,.10419486,.010825439,.010825439,.047361299,.0040595401,.0094722603,.37077132,.40189445,.040595397,5280,440,263,448,215,.4799107,281,104,38,41,36,62,234,100,37,39,21,37,8081.0957,9661.2871,11422.756,15732.37,15207.92,101201128,19166.881,.22795297,.23
2016,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,183,.25999999,1559,.20695606,7533,3200,4333,1098,108,148,393,27,3244,317,2067,131,697,377,320,86,12,15,49,1,341,32,148,13,1666,.22116023,.14575866,.014336918,.019646887,.052170452,.0035842294,.017390151,.43063852,.27439266,.042081509,151,.21664275,.12338594,.017216643,.021520803,.070301294,.0014347202,.018651363,.4892396,.2123386,.045911048,5152,450,280,,,,263,96,33,55,41,38,220,94,32,48,25,21,8079.4038,8032.0308,13951.438,15568.897,15620.782,91047640,17672.291,.20695606,.20999999
2017,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,174,.25999999,1459,.20371404,7162,3081,4081,1023,121,149,430,51,3243,331,1723,91,670,350,320,97,7,11,44,3,346,21,132,9,1653,.23080145,.1428372,.016894722,.020804245,.060039096,.0071209162,.012705948,.45280647,.24057525,.046216141,155,.23134328,.14477612,.010447761,.016417911,.065671645,.0044776117,.013432836,.51641792,.19701493,.031343285,4850,385,242,,,,232,76,37,46,34,39,205,74,35,44,23,29,8155.4058,9114.2129,11086.203,15577.28,14742.763,109719328,22622.541,.20371404,.2
2018,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,199,.31,1462,.22021389,6639,2810,3829,945,141,163,442,30,3352,477,987,102,638,311,327,107,21,13,49,1,341,74,21,11,1580,.23798765,.14234072,.021238139,.024551891,.066576295,.0045187529,.015363759,.50489533,.14866696,.071848169,170,.26645768,.1677116,.032915361,.020376176,.076802507,.0015673981,.017241379,.53448278,.032915361,.11598746,4585,378,222,,,,254,100,31,52,32,39,225,99,29,44,23,30,10105.865,9946.1738,12891.829,14371.131,16592.781,114314624,24932.307,.22021389,.22
2019,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,181,.31,1512,.23518433,6429,2618,3811,889,126,185,462,45,3370,527,725,100,584,282,302,80,8,14,41,5,337,75,12,12,1581,.24591693,.13827968,.019598693,.02877586,.071861878,.0069995332,.015554518,.52418727,.11277026,.081972316,140,.23972602,.1369863,.01369863,.023972603,.07020548,.0085616438,.020547945,.5770548,.020547945,.12842466,4360,373,214,,,,247,93,42,37,31,44,209,92,40,35,20,22,7568.5874,7789.2891,11384.183,15884.166,17351.621,121576696,27884.563,.23518433,.23999999
2020,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,178,.33000001,1411,.22736062,6206,2441,3765,803,122,194,487,47,3100,583,769,101,539,262,277,70,8,14,35,5,307,79,10,11,1531,.24669674,.12939091,.019658396,.031260069,.078472443,.0075733163,.016274573,.49951661,.12391234,.093941346,124,.23005566,.12987013,.014842301,.025974026,.064935066,.0092764376,.020408163,.56957328,.018552875,.14656772,4094,362,196,,,,216,88,32,44,19,33,211,88,32,44,19,28,7758.3652,9778.8057,12748.368,14669.788,15696.863,120278320,29379.17,.22736062,.23
2021,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,141,.27000001,1274,.21777777,5850,2316,3534,785,136,194,444,45,3023,577,572,74,513,238,275,84,7,12,33,8,270,74,17,8,1468,.25094017,.13418804,.023247864,.033162393,.075897433,.0076923077,.012649572,.51675212,.097777776,.098632477,137,.26705652,.16374269,.013645224,.023391813,.064327486,.015594542,.015594542,.52631581,.033138402,.14424951,3743,366,200,,,,164,62,26,36,18,22,160,62,26,35,16,21,7394,5850,9916,16373,14816,149101936,39834.875,.21777777,.22
2022,102614,University of Alaska Fairbanks,7. Competitive,4. Very Competitive+ and Under,1,AK,Alaska,Pacific,106300,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,,,,,5844,2245,3599,847,130,190,438,38,3047,582,493,79,538,277,261,64,20,4,52,2,307,64,20,5,1513,.25889802,.14493498,.022245038,.032511979,.074948668,.0065023955,.013518138,.52138948,.084360026,.099589325,122,.2267658,.11895911,.03717472,.0074349442,.096654274,.0037174721,.0092936801,.57063198,.03717472,.11895911,,390,215,,,,,,,,,,,,,,,,,,,,,,,,
2009,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1233,.19,,,29716,,,,,,,,,,,,6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27570,1903,1464,6782,4127,.60852253,,,,,,,,,,,,,,,,,,550769408,19977.127,,
2010,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1687,.25,8050,.26527384,30346,,,,,,,,,,,,6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28650,1912,1525,6797,4073,.59923494,2086,757,431,347,276,275,,,,,,,10164.602,11631.657,17274.084,20279.303,21340.922,599096448,20910.871,.26527384,.27000001
2011,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,2207,.31999999,9679,.31638992,30592,14641,15951,375,1559,969,6051,47,18585,1196,687,1123,6810,3177,3633,68,329,239,1515,21,3964,324,148,202,7442,.24326621,.012258107,.050961036,.031674948,.19779681,.0015363494,.036708944,.60751176,.022456851,.039095189,1843,.27063143,.0099853156,.048311308,.03509545,.22246696,.0030837005,.029662261,.58208519,.021732746,.047577094,28938,1875,1382,6861,4356,.63489288,2322,1048,535,402,251,86,,,,,,,10000.238,12189.033,17494.691,20903.234,21407.043,665739584,23005.723,.31638992,.31999999
2012,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,2181,.31999999,10303,.33598566,30665,14614,16051,356,1732,992,6637,54,17981,1207,439,1267,6874,3112,3762,57,412,248,1626,16,3942,289,53,231,8039,.26215556,.011609327,.056481332,.032349583,.21643567,.0017609652,.041317463,.5863688,.014315995,.039360836,1947,.28324121,.0082921153,.059935991,.036077976,.23654349,.0023276112,.033604886,.57346523,.0077102124,.042042479,29451,1843,1381,6951,4482,.64479929,2498,945,517,436,320,280,2266,939,514,410,241,162,12644.028,14040.752,17922.648,21205.781,22932.123,668311104,22692.307,.33598566,.34
2013,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,2064,.30000001,10306,.32650086,31565,15062,16503,338,1752,1016,7243,68,17789,1308,419,1632,6955,3195,3760,49,412,256,1665,16,3835,279,61,382,8665,.27451292,.010708063,.055504516,.032187551,.22946301,.0021542849,.051702835,.56356722,.013274197,.0414383,1986,.28554997,.0070452914,.059237957,.036808051,.23939613,.0023005032,.054924514,.55140185,.0087706689,.040115025,30837,1964,1501,6266,4055,.6471433,2472,963,482,387,310,330,2244,963,481,374,234,192,12288.53,13303.832,17597.008,21573.119,22707.32,713096064,23124.689,.32650086,.33000001
2014,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1926,.31,10605,.33485949,31670,15111,16559,337,1770,1056,7714,68,17273,1315,330,1807,6272,2913,3359,64,393,213,1581,10,3350,289,50,322,9175,.28970635,.010640985,.055888854,.033343859,.24357437,.0021471423,.057057153,.54540575,.010419955,.041521944,1868,.29783162,.010204081,.062659442,.033960458,.25207269,.0015943878,.051339287,.5341199,.0079719387,.046077807,31287,1984,1549,6958,4515,.64889336,2291,797,451,426,288,329,2082,796,449,409,240,188,13205.616,14905.146,18895.84,22570.158,24362.203,868814592,27769.188,.33485949,.33000001
2015,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1942,.28,10342,.31351745,32987,15835,17152,377,1822,1163,8310,89,17475,1372,317,2062,6974,3271,3703,80,422,261,1679,22,3805,315,51,339,9939,.30130053,.011428745,.055233881,.035256311,.25191742,.0026980327,.062509477,.52975416,.0096098464,.041592143,2042,.29280183,.011471178,.060510468,.037424721,.24075136,.0031545742,.048609119,.54559791,.0073128762,.045167767,32185,2049,1641,6961,4479,.64344203,2330,760,454,364,343,409,2028,757,452,334,232,253,14797.48,16319.526,19957.615,22040.596,22702.998,875535616,27203.219,.31351745,.31999999
2016,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1821,.25999999,10186,.30560139,33331,16200,17131,382,1890,1255,8378,92,17381,1437,283,2233,6973,3372,3601,67,400,258,1583,17,3771,335,43,499,10107,.30323124,.011460803,.05670397,.037652634,.25135759,.0027601933,.066994689,.52146649,.0084905941,.043113019,1925,.27606481,.0096084895,.057364117,.036999855,.22701851,.002437975,.071561739,.54080021,.006166643,.04804245,33080,1955,1569,,,,2107,724,379,397,283,324,1939,724,374,379,228,234,14566.162,16667.506,19981.383,22045.504,22674.893,851197888,25731.496,.30560139,.31
2017,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1531,.25999999,9888,.29346472,33694,16308,17386,391,1841,1303,8656,91,17267,1516,275,2354,5997,2722,3275,58,347,203,1332,8,3243,309,44,453,10441,.30987713,.01160444,.054638807,.038671572,.25690034,.0027007775,.069864072,.51246512,.0081616901,.044993173,1601,.26696682,.0096715027,.057862263,.03385026,.22211106,.0013340004,.075537771,.54077041,.0073370016,.051525764,33403,2061,1644,,,,1958,596,358,352,267,385,1873,596,358,349,250,320,12515.535,13273.48,17215.242,20133.832,22226.783,936089472,28024.113,.29346472,.28999999
2018,104179,University of Arizona,5. Very Competitive,4. Very Competitive+ and Under,1,AZ,Arizona,Mountain,108300,"Public, 4-year or above",Four or more years,Public,No,No,Yes,No,Title IV postsecondary institution,15,1677,.28,9876,.28961027,34101,16435,17666,432,1849,1355,9126,93,17115,1566,240,2325,5902,2654,3248,54,346,221,1585,14,3069,313,31,269,11006,.32274714,.01266825,.054221284,.039734904,.26761678,.0027271928,.068179816,.50189143,.0070379167,.045922406,1874,.31751949,.0091494406,.058624197,.037444934,.26855302,.0023720772,.045577772,.51999325,.0052524568,.053032871,33328,2100,1640,,,,2203,749,373,363,301,417,2065,747,373,360,259,326,11042.433,12200.193,15921.646,21430.994,22883.32,1035437568,31068.098,.28961027,.28999999
